DateTime,Pressure (Pa),MSLP (Pa)
01-Jul-2017 05:00:00,101826.434379,102026.434379
01-Jul-2017 05:05:00,101816.275215,102016.275215
01-Jul-2017 05:10:00,101809.502438,102009.502438
01-Jul-2017 05:15:00,101809.502438,102009.502438
01-Jul-2017 05:20:00,101809.502438,102009.502438
01-Jul-2017 05:25:00,101804.987254,102004.987254
01-Jul-2017 05:30:00,101801.600866,102001.600866
01-Jul-2017 05:35:00,101797.085682,101997.085682
01-Jul-2017 05:40:00,101792.570497,101992.570497
01-Jul-2017 05:45:00,101792.570497,101992.570497
01-Jul-2017 05:50:00,101788.055313,101988.055313
01-Jul-2017 05:55:00,101775.638557,101975.638557
01-Jul-2017 06:00:00,101772.252169,101972.252169
01-Jul-2017 06:05:00,101765.479392,101965.479392
01-Jul-2017 06:10:00,101765.479392,101965.479392
01-Jul-2017 06:15:00,101760.964208,101960.964208
01-Jul-2017 06:20:00,999999,999999
01-Jul-2017 06:25:00,999999,999999
01-Jul-2017 06:30:00,999999,999999
01-Jul-2017 06:35:00,999999,999999
01-Jul-2017 06:40:00,999999,999999
01-Jul-2017 06:45:00,999999,999999
01-Jul-2017 06:50:00,999999,999999
01-Jul-2017 06:55:00,999999,999999
01-Jul-2017 07:00:00,999999,999999
01-Jul-2017 07:05:00,999999,999999
01-Jul-2017 07:10:00,999999,999999
01-Jul-2017 07:15:00,999999,999999
01-Jul-2017 07:20:00,999999,999999
01-Jul-2017 07:25:00,999999,999999
01-Jul-2017 07:30:00,999999,999999
01-Jul-2017 07:35:00,999999,999999
01-Jul-2017 07:40:00,999999,999999
01-Jul-2017 07:45:00,999999,999999
01-Jul-2017 07:50:00,999999,999999
01-Jul-2017 07:55:00,999999,999999
01-Jul-2017 08:00:00,999999,999999
01-Jul-2017 08:05:00,999999,999999
01-Jul-2017 08:10:00,999999,999999
01-Jul-2017 08:15:00,999999,999999
01-Jul-2017 08:20:00,999999,999999
01-Jul-2017 08:25:00,999999,999999
01-Jul-2017 08:30:00,999999,999999
01-Jul-2017 08:35:00,999999,999999
01-Jul-2017 08:40:00,999999,999999
01-Jul-2017 08:45:00,999999,999999
01-Jul-2017 08:50:00,999999,999999
01-Jul-2017 08:55:00,999999,999999
01-Jul-2017 09:00:00,999999,999999
01-Jul-2017 09:05:00,999999,999999
01-Jul-2017 09:10:00,999999,999999
01-Jul-2017 09:15:00,999999,999999
01-Jul-2017 09:20:00,999999,999999
01-Jul-2017 09:25:00,999999,999999
01-Jul-2017 09:30:00,999999,999999
01-Jul-2017 09:35:00,999999,999999
01-Jul-2017 09:40:00,999999,999999
01-Jul-2017 09:45:00,999999,999999
01-Jul-2017 09:50:00,999999,999999
01-Jul-2017 09:55:00,999999,999999
01-Jul-2017 10:00:00,999999,999999
01-Jul-2017 10:05:00,999999,999999
01-Jul-2017 10:10:00,999999,999999
01-Jul-2017 10:15:00,999999,999999
01-Jul-2017 10:20:00,999999,999999
01-Jul-2017 10:25:00,999999,999999
01-Jul-2017 10:30:00,999999,999999
01-Jul-2017 10:35:00,999999,999999
01-Jul-2017 10:40:00,999999,999999
01-Jul-2017 10:45:00,999999,999999
01-Jul-2017 10:50:00,999999,999999
01-Jul-2017 10:55:00,999999,999999
01-Jul-2017 11:00:00,999999,999999
01-Jul-2017 11:05:00,999999,999999
