DateTime,Pressure (Pa),MSLP (Pa)
01-May-2015 05:00:00,101036.277142,101236.277142
01-May-2015 05:05:00,101029.504365,101229.504365
01-May-2015 05:10:00,101028.375569,101228.375569
01-May-2015 05:15:00,101017.087609,101217.087609
01-May-2015 05:20:00,101019.345201,101219.345201
01-May-2015 05:25:00,101029.504365,101229.504365
01-May-2015 05:30:00,101030.633161,101230.633161
01-May-2015 05:35:00,101034.019550,101234.019550
01-May-2015 05:40:00,101037.405938,101237.405938
01-May-2015 05:45:00,101037.405938,101237.405938
01-May-2015 05:50:00,101022.731589,101222.731589
01-May-2015 05:55:00,101010.314833,101210.314833
01-May-2015 06:00:00,101004.670852,101204.670852
01-May-2015 06:05:00,101009.186036,101209.186036
01-May-2015 06:10:00,101003.542056,101203.542056
01-May-2015 06:15:00,100991.125300,101191.125300
01-May-2015 06:20:00,100987.738911,101187.738911
01-May-2015 06:25:00,100988.867708,101188.867708
01-May-2015 06:30:00,100974.193359,101174.193359
01-May-2015 06:35:00,100973.064563,101173.064563
01-May-2015 06:40:00,100975.322155,101175.322155
01-May-2015 06:45:00,100961.776602,101161.776602
01-May-2015 06:50:00,100944.844661,101144.844661
01-May-2015 06:55:00,100961.776602,101161.776602
01-May-2015 07:00:00,100960.647806,101160.647806
01-May-2015 07:05:00,100957.261418,101157.261418
01-May-2015 07:10:00,100960.647806,101160.647806
01-May-2015 07:15:00,100944.844661,101144.844661
01-May-2015 07:20:00,100942.587069,101142.587069
01-May-2015 07:25:00,100939.200681,101139.200681
01-May-2015 07:30:00,100940.329477,101140.329477
01-May-2015 07:35:00,100939.200681,101139.200681
01-May-2015 07:40:00,100945.973457,101145.973457
01-May-2015 07:45:00,100932.427905,101132.427905
01-May-2015 07:50:00,100927.912721,101127.912721
01-May-2015 07:55:00,100912.109576,101112.109576
01-May-2015 08:00:00,100915.495964,101115.495964
01-May-2015 08:05:00,100925.655129,101125.655129
01-May-2015 08:10:00,100918.882352,101118.882352
01-May-2015 08:15:00,100920.011148,101120.011148
01-May-2015 08:20:00,100934.685497,101134.685497
