DateTime,Pressure (Pa),MSLP (Pa)
01-Mar-2016 05:00:00,101907.707695,102107.707695
01-Mar-2016 05:05:00,101900.934919,102100.934919
01-Mar-2016 05:10:00,101890.775754,102090.775754
01-Mar-2016 05:15:00,101888.518162,102088.518162
01-Mar-2016 05:20:00,101884.002978,102084.002978
01-Mar-2016 05:25:00,101880.616590,102080.616590
01-Mar-2016 05:30:00,101873.843813,102073.843813
01-Mar-2016 05:35:00,101877.230201,102077.230201
01-Mar-2016 05:40:00,101873.843813,102073.843813
01-Mar-2016 05:45:00,101869.328629,102069.328629
01-Mar-2016 05:50:00,101867.071037,102067.071037
01-Mar-2016 05:55:00,101860.298261,102060.298261
01-Mar-2016 06:00:00,101863.684649,102063.684649
01-Mar-2016 06:05:00,101863.684649,102063.684649
01-Mar-2016 06:10:00,101853.525484,102053.525484
01-Mar-2016 06:15:00,101846.752708,102046.752708
01-Mar-2016 06:20:00,101846.752708,102046.752708
01-Mar-2016 06:25:00,101850.139096,102050.139096
01-Mar-2016 06:30:00,101846.752708,102046.752708
01-Mar-2016 06:35:00,101846.752708,102046.752708
01-Mar-2016 06:40:00,101846.752708,102046.752708
01-Mar-2016 06:45:00,101843.366320,102043.366320
01-Mar-2016 06:50:00,101833.207155,102033.207155
01-Mar-2016 06:55:00,101829.820767,102029.820767
01-Mar-2016 07:00:00,101824.176787,102024.176787
01-Mar-2016 07:05:00,101829.820767,102029.820767
01-Mar-2016 07:10:00,101833.207155,102033.207155
01-Mar-2016 07:15:00,101830.949563,102030.949563
01-Mar-2016 07:20:00,101826.434379,102026.434379
01-Mar-2016 07:25:00,101823.047991,102023.047991
01-Mar-2016 07:30:00,101816.275215,102016.275215
01-Mar-2016 07:35:00,101812.888826,102012.888826
01-Mar-2016 07:40:00,101806.116050,102006.116050
01-Mar-2016 07:45:00,101802.729662,102002.729662
01-Mar-2016 07:50:00,101807.244846,102007.244846
01-Mar-2016 07:55:00,101809.502438,102009.502438
01-Mar-2016 08:00:00,101802.729662,102002.729662
01-Mar-2016 08:05:00,101810.631234,102010.631234
01-Mar-2016 08:10:00,101809.502438,102009.502438
01-Mar-2016 08:15:00,101802.729662,102002.729662
01-Mar-2016 08:20:00,101799.343274,101999.343274
01-Mar-2016 08:25:00,101797.085682,101997.085682
01-Mar-2016 08:30:00,101795.956886,101995.956886
01-Mar-2016 08:35:00,101792.570497,101992.570497
01-Mar-2016 08:40:00,101795.956886,101995.956886
01-Mar-2016 08:45:00,101785.797721,101985.797721
01-Mar-2016 08:50:00,101782.411333,101982.411333
01-Mar-2016 08:55:00,101784.668925,101984.668925
01-Mar-2016 09:00:00,101782.411333,101982.411333
01-Mar-2016 09:05:00,101789.184109,101989.184109
01-Mar-2016 09:10:00,101790.312905,101990.312905
01-Mar-2016 09:15:00,101794.828090,101994.828090
01-Mar-2016 09:20:00,101789.184109,101989.184109
01-Mar-2016 09:25:00,101793.699294,101993.699294
01-Mar-2016 09:30:00,101795.956886,101995.956886
01-Mar-2016 09:35:00,101789.184109,101989.184109
01-Mar-2016 09:40:00,101795.956886,101995.956886
01-Mar-2016 09:45:00,101792.570497,101992.570497
01-Mar-2016 09:50:00,101799.343274,101999.343274
01-Mar-2016 09:55:00,101806.116050,102006.116050
01-Mar-2016 10:00:00,101812.888826,102012.888826
01-Mar-2016 10:05:00,101812.888826,102012.888826
01-Mar-2016 10:10:00,101819.661603,102019.661603
01-Mar-2016 10:15:00,101823.047991,102023.047991
01-Mar-2016 10:20:00,101826.434379,102026.434379
01-Mar-2016 10:25:00,101826.434379,102026.434379
01-Mar-2016 10:30:00,101839.979932,102039.979932
01-Mar-2016 10:35:00,101856.911873,102056.911873
01-Mar-2016 10:40:00,101867.071037,102067.071037
01-Mar-2016 10:45:00,101860.298261,102060.298261
01-Mar-2016 10:50:00,101853.525484,102053.525484
01-Mar-2016 10:55:00,101863.684649,102063.684649
01-Mar-2016 11:00:00,101867.071037,102067.071037
01-Mar-2016 11:05:00,101869.328629,102069.328629
01-Mar-2016 11:10:00,101877.230201,102077.230201
01-Mar-2016 11:15:00,101887.389366,102087.389366
01-Mar-2016 11:20:00,101897.548530,102097.548530
01-Mar-2016 11:25:00,101893.033346,102093.033346
01-Mar-2016 11:30:00,101895.290938,102095.290938
01-Mar-2016 11:35:00,101898.677327,102098.677327
01-Mar-2016 11:40:00,101898.677327,102098.677327
01-Mar-2016 11:45:00,101907.707695,102107.707695
01-Mar-2016 11:50:00,101911.094083,102111.094083
01-Mar-2016 11:55:00,101920.124452,102120.124452
01-Mar-2016 12:00:00,101924.639636,102124.639636
01-Mar-2016 12:05:00,101922.382044,102122.382044
01-Mar-2016 12:10:00,101924.639636,102124.639636
01-Mar-2016 12:15:00,101924.639636,102124.639636
01-Mar-2016 12:20:00,101921.253248,102121.253248
01-Mar-2016 12:25:00,101924.639636,102124.639636
01-Mar-2016 12:30:00,101934.798800,102134.798800
01-Mar-2016 12:35:00,101948.344353,102148.344353
01-Mar-2016 12:40:00,101955.117129,102155.117129
01-Mar-2016 12:45:00,101955.117129,102155.117129
01-Mar-2016 12:50:00,101955.117129,102155.117129
01-Mar-2016 12:55:00,101958.503517,102158.503517
01-Mar-2016 13:00:00,101965.276294,102165.276294
01-Mar-2016 13:05:00,101972.049070,102172.049070
01-Mar-2016 13:10:00,101968.662682,102168.662682
01-Mar-2016 13:15:00,101955.117129,102155.117129
01-Mar-2016 13:20:00,101961.889905,102161.889905
