DateTime,Pressure (Pa),MSLP (Pa)
01-Oct-2017 05:00:00,101157.058319,101357.058319
01-Oct-2017 05:05:00,101159.315912,101359.315912
01-Oct-2017 05:10:00,101162.702300,101362.702300
01-Oct-2017 05:15:00,101163.831096,101363.831096
01-Oct-2017 05:20:00,101155.929523,101355.929523
01-Oct-2017 05:25:00,101159.315912,101359.315912
01-Oct-2017 05:30:00,101160.444708,101360.444708
01-Oct-2017 05:35:00,101155.929523,101355.929523
01-Oct-2017 05:40:00,101161.573504,101361.573504
01-Oct-2017 05:45:00,101160.444708,101360.444708
01-Oct-2017 05:50:00,101162.702300,101362.702300
01-Oct-2017 05:55:00,101157.058319,101357.058319
01-Oct-2017 06:00:00,101149.156747,101349.156747
01-Oct-2017 06:05:00,101152.543135,101352.543135
01-Oct-2017 06:10:00,101153.671931,101353.671931
01-Oct-2017 06:15:00,101153.671931,101353.671931
01-Oct-2017 06:20:00,101155.929523,101355.929523
01-Oct-2017 06:25:00,101154.800727,101354.800727
01-Oct-2017 06:30:00,101155.929523,101355.929523
01-Oct-2017 06:35:00,101149.156747,101349.156747
01-Oct-2017 06:40:00,101149.156747,101349.156747
01-Oct-2017 06:45:00,101152.543135,101352.543135
01-Oct-2017 06:50:00,101145.770359,101345.770359
01-Oct-2017 06:55:00,101142.383971,101342.383971
01-Oct-2017 07:00:00,101136.739991,101336.739991
01-Oct-2017 07:05:00,101132.224806,101332.224806
01-Oct-2017 07:10:00,101128.838418,101328.838418
01-Oct-2017 07:15:00,101125.452030,101325.452030
01-Oct-2017 07:20:00,101125.452030,101325.452030
01-Oct-2017 07:25:00,101118.679254,101318.679254
01-Oct-2017 07:30:00,101115.292865,101315.292865
01-Oct-2017 07:35:00,101111.906477,101311.906477
01-Oct-2017 07:40:00,101111.906477,101311.906477
01-Oct-2017 07:45:00,101102.876109,101302.876109
01-Oct-2017 07:50:00,101101.747313,101301.747313
01-Oct-2017 07:55:00,101101.747313,101301.747313
01-Oct-2017 08:00:00,101098.360925,101298.360925
01-Oct-2017 08:05:00,101098.360925,101298.360925
01-Oct-2017 08:10:00,101098.360925,101298.360925
01-Oct-2017 08:15:00,101098.360925,101298.360925
01-Oct-2017 08:20:00,101098.360925,101298.360925
01-Oct-2017 08:25:00,101092.716944,101292.716944
01-Oct-2017 08:30:00,101091.588148,101291.588148
01-Oct-2017 08:35:00,101091.588148,101291.588148
01-Oct-2017 08:40:00,101092.716944,101292.716944
01-Oct-2017 08:45:00,101088.201760,101288.201760
01-Oct-2017 08:50:00,101084.815372,101284.815372
01-Oct-2017 08:55:00,101079.171392,101279.171392
01-Oct-2017 09:00:00,101075.785004,101275.785004
01-Oct-2017 09:05:00,101074.656208,101274.656208
01-Oct-2017 09:10:00,101084.815372,101284.815372
01-Oct-2017 09:15:00,101090.459352,101290.459352
01-Oct-2017 09:20:00,101088.201760,101288.201760
01-Oct-2017 09:25:00,101090.459352,101290.459352
01-Oct-2017 09:30:00,101098.360925,101298.360925
01-Oct-2017 09:35:00,101102.876109,101302.876109
01-Oct-2017 09:40:00,101099.489721,101299.489721
01-Oct-2017 09:45:00,101091.588148,101291.588148
01-Oct-2017 09:50:00,101091.588148,101291.588148
01-Oct-2017 09:55:00,101098.360925,101298.360925
01-Oct-2017 10:00:00,101096.103333,101296.103333
01-Oct-2017 10:05:00,101108.520089,101308.520089
01-Oct-2017 10:10:00,101115.292865,101315.292865
01-Oct-2017 10:15:00,101122.065642,101322.065642
01-Oct-2017 10:20:00,101133.353602,101333.353602
01-Oct-2017 10:25:00,101132.224806,101332.224806
01-Oct-2017 10:30:00,101158.187116,101358.187116
01-Oct-2017 10:35:00,101159.315912,101359.315912
01-Oct-2017 10:40:00,101164.959892,101364.959892
01-Oct-2017 10:45:00,101149.156747,101349.156747
01-Oct-2017 10:50:00,101143.512767,101343.512767
01-Oct-2017 10:55:00,101142.383971,101342.383971
01-Oct-2017 11:00:00,101145.770359,101345.770359
01-Oct-2017 11:05:00,101135.611194,101335.611194
01-Oct-2017 11:10:00,101138.997583,101338.997583
01-Oct-2017 11:15:00,101135.611194,101335.611194
01-Oct-2017 11:20:00,101131.096010,101331.096010
01-Oct-2017 11:25:00,101142.383971,101342.383971
01-Oct-2017 11:30:00,101142.383971,101342.383971
01-Oct-2017 11:35:00,101155.929523,101355.929523
01-Oct-2017 11:40:00,101172.861464,101372.861464
01-Oct-2017 11:45:00,101172.861464,101372.861464
01-Oct-2017 11:50:00,101172.861464,101372.861464
01-Oct-2017 11:55:00,101196.566181,101396.566181
01-Oct-2017 12:00:00,101210.111734,101410.111734
01-Oct-2017 12:05:00,101204.467754,101404.467754
01-Oct-2017 12:10:00,101199.952569,101399.952569
01-Oct-2017 12:15:00,101202.210162,101402.210162
01-Oct-2017 12:20:00,101210.111734,101410.111734
01-Oct-2017 12:25:00,101220.270898,101420.270898
01-Oct-2017 12:30:00,101231.558859,101431.558859
01-Oct-2017 12:35:00,101223.657287,101423.657287
01-Oct-2017 12:40:00,101256.392372,101456.392372
01-Oct-2017 12:45:00,101300.415418,101500.415418
01-Oct-2017 12:50:00,101318.476155,101518.476155
01-Oct-2017 12:55:00,101335.408096,101535.408096
01-Oct-2017 13:00:00,101311.703379,101511.703379
01-Oct-2017 13:05:00,101308.316991,101508.316991
01-Oct-2017 13:10:00,101311.703379,101511.703379
01-Oct-2017 13:15:00,101304.930602,101504.930602
01-Oct-2017 13:20:00,101308.316991,101508.316991
01-Oct-2017 13:25:00,101311.703379,101511.703379
01-Oct-2017 13:30:00,101317.347359,101517.347359
01-Oct-2017 13:35:00,101328.635320,101528.635320
01-Oct-2017 13:40:00,101332.021708,101532.021708
01-Oct-2017 13:45:00,101332.021708,101532.021708
01-Oct-2017 13:50:00,101342.180872,101542.180872
01-Oct-2017 13:55:00,101352.340037,101552.340037
01-Oct-2017 14:00:00,101359.112813,101559.112813
01-Oct-2017 14:05:00,101359.112813,101559.112813
01-Oct-2017 14:10:00,101359.112813,101559.112813
01-Oct-2017 14:15:00,101352.340037,101552.340037
01-Oct-2017 14:20:00,101347.824852,101547.824852
01-Oct-2017 14:25:00,101347.824852,101547.824852
01-Oct-2017 14:30:00,101354.597629,101554.597629
01-Oct-2017 14:35:00,101361.370405,101561.370405
01-Oct-2017 14:40:00,101360.241609,101560.241609
01-Oct-2017 14:45:00,101353.468833,101553.468833
01-Oct-2017 14:50:00,101369.271977,101569.271977
01-Oct-2017 14:55:00,101367.014385,101567.014385
01-Oct-2017 15:00:00,101356.855221,101556.855221
01-Oct-2017 15:05:00,101359.112813,101559.112813
01-Oct-2017 15:10:00,101372.658366,101572.658366
01-Oct-2017 15:15:00,101372.658366,101572.658366
01-Oct-2017 15:20:00,101382.817530,101582.817530
01-Oct-2017 15:25:00,101379.431142,101579.431142
01-Oct-2017 15:30:00,101386.203918,101586.203918
01-Oct-2017 15:35:00,101386.203918,101586.203918
01-Oct-2017 15:40:00,101381.688734,101581.688734
01-Oct-2017 15:45:00,101398.620675,101598.620675
01-Oct-2017 15:50:00,101434.742149,101634.742149
01-Oct-2017 15:55:00,101431.355760,101631.355760
01-Oct-2017 16:00:00,101426.840576,101626.840576
01-Oct-2017 16:05:00,101423.454188,101623.454188
01-Oct-2017 16:10:00,101423.454188,101623.454188
01-Oct-2017 16:15:00,101425.711780,101625.711780
01-Oct-2017 16:20:00,101433.613353,101633.613353
01-Oct-2017 16:25:00,101425.711780,101625.711780
01-Oct-2017 16:30:00,101416.681412,101616.681412
01-Oct-2017 16:35:00,101409.908635,101609.908635
01-Oct-2017 16:40:00,101425.711780,101625.711780
01-Oct-2017 16:45:00,101420.067800,101620.067800
01-Oct-2017 16:50:00,101413.295024,101613.295024
01-Oct-2017 16:55:00,101403.135859,101603.135859
01-Oct-2017 17:00:00,101399.749471,101599.749471
01-Oct-2017 17:05:00,101396.363083,101596.363083
01-Oct-2017 17:10:00,101388.461510,101588.461510
01-Oct-2017 17:15:00,101382.817530,101582.817530
01-Oct-2017 17:20:00,101376.044754,101576.044754
01-Oct-2017 17:25:00,101369.271977,101569.271977
01-Oct-2017 17:30:00,101355.726425,101555.726425
01-Oct-2017 17:35:00,101347.824852,101547.824852
01-Oct-2017 17:40:00,101342.180872,101542.180872
01-Oct-2017 17:45:00,101338.794484,101538.794484
01-Oct-2017 17:50:00,101348.953649,101548.953649
