DateTime,Pressure (Pa),MSLP (Pa)
01-May-2016 05:00:00,101461.833254,101661.833254
01-May-2016 05:05:00,101475.378807,101675.378807
01-May-2016 05:10:00,101477.636399,101677.636399
01-May-2016 05:15:00,101473.121214,101673.121214
01-May-2016 05:20:00,101465.219642,101665.219642
01-May-2016 05:25:00,101460.704458,101660.704458
01-May-2016 05:30:00,101453.931681,101653.931681
01-May-2016 05:35:00,101442.643721,101642.643721
01-May-2016 05:40:00,101436.999741,101636.999741
01-May-2016 05:45:00,101427.969372,101627.969372
01-May-2016 05:50:00,101422.325392,101622.325392
01-May-2016 05:55:00,101414.423820,101614.423820
01-May-2016 06:00:00,101409.908635,101609.908635
01-May-2016 06:05:00,101411.037431,101611.037431
01-May-2016 06:10:00,101414.423820,101614.423820
01-May-2016 06:15:00,101417.810208,101617.810208
01-May-2016 06:20:00,101423.454188,101623.454188
01-May-2016 06:25:00,101424.582984,101624.582984
01-May-2016 06:30:00,101429.098168,101629.098168
01-May-2016 06:35:00,101440.386129,101640.386129
01-May-2016 06:40:00,101451.674089,101651.674089
01-May-2016 06:45:00,101450.545293,101650.545293
01-May-2016 06:50:00,101448.287701,101648.287701
01-May-2016 06:55:00,101444.901313,101644.901313
01-May-2016 07:00:00,101432.484556,101632.484556
01-May-2016 07:05:00,101414.423820,101614.423820
01-May-2016 07:10:00,101394.105491,101594.105491
01-May-2016 07:15:00,101373.787162,101573.787162
01-May-2016 07:20:00,101372.658366,101572.658366
01-May-2016 07:25:00,101379.431142,101579.431142
01-May-2016 07:30:00,101376.044754,101576.044754
01-May-2016 07:35:00,101360.241609,101560.241609
01-May-2016 07:40:00,101345.567260,101545.567260
01-May-2016 07:45:00,101341.052076,101541.052076
01-May-2016 07:50:00,101352.340037,101552.340037
01-May-2016 07:55:00,101365.885589,101565.885589
01-May-2016 08:00:00,101360.241609,101560.241609
01-May-2016 08:05:00,101373.787162,101573.787162
01-May-2016 08:10:00,101407.651043,101607.651043
01-May-2016 08:15:00,101409.908635,101609.908635
01-May-2016 08:20:00,101380.559938,101580.559938
01-May-2016 08:25:00,101373.787162,101573.787162
01-May-2016 08:30:00,101376.044754,101576.044754
01-May-2016 08:35:00,101396.363083,101596.363083
01-May-2016 08:40:00,101399.749471,101599.749471
01-May-2016 08:45:00,101398.620675,101598.620675
01-May-2016 08:50:00,101399.749471,101599.749471
01-May-2016 08:55:00,101386.203918,101586.203918
01-May-2016 09:00:00,101386.203918,101586.203918
01-May-2016 09:05:00,101389.590306,101589.590306
01-May-2016 09:10:00,101391.847899,101591.847899
01-May-2016 09:15:00,101389.590306,101589.590306
01-May-2016 09:20:00,101395.234287,101595.234287
01-May-2016 09:25:00,101413.295024,101613.295024
