DateTime,Pressure (Pa),MSLP (Pa)
01-Feb-2016 05:00:00,101613.091925,101813.091925
01-Feb-2016 05:05:00,101623.251089,101823.251089
01-Feb-2016 05:10:00,101611.963129,101811.963129
01-Feb-2016 05:15:00,101613.091925,101813.091925
01-Feb-2016 05:20:00,101609.705537,101809.705537
01-Feb-2016 05:25:00,101609.705537,101809.705537
01-Feb-2016 05:30:00,101611.963129,101811.963129
01-Feb-2016 05:35:00,101602.932761,101802.932761
01-Feb-2016 05:40:00,101592.773596,101792.773596
01-Feb-2016 05:45:00,101589.387208,101789.387208
01-Feb-2016 05:50:00,101604.061557,101804.061557
01-Feb-2016 05:55:00,101613.091925,101813.091925
01-Feb-2016 06:00:00,101592.773596,101792.773596
01-Feb-2016 06:05:00,101575.841655,101775.841655
01-Feb-2016 06:10:00,101570.197675,101770.197675
01-Feb-2016 06:15:00,101567.940083,101767.940083
01-Feb-2016 06:20:00,101562.296103,101762.296103
01-Feb-2016 06:25:00,101562.296103,101762.296103
01-Feb-2016 06:30:00,101558.909714,101758.909714
01-Feb-2016 06:35:00,101562.296103,101762.296103
01-Feb-2016 06:40:00,101562.296103,101762.296103
01-Feb-2016 06:45:00,101558.909714,101758.909714
01-Feb-2016 06:50:00,101558.909714,101758.909714
01-Feb-2016 06:55:00,101545.364162,101745.364162
01-Feb-2016 07:00:00,101535.204997,101735.204997
01-Feb-2016 07:05:00,101525.045833,101725.045833
01-Feb-2016 07:10:00,101523.917037,101723.917037
01-Feb-2016 07:15:00,101518.273057,101718.273057
01-Feb-2016 07:20:00,101518.273057,101718.273057
01-Feb-2016 07:25:00,101494.568339,101694.568339
01-Feb-2016 07:30:00,101475.378807,101675.378807
01-Feb-2016 07:35:00,101491.181951,101691.181951
01-Feb-2016 07:40:00,101490.053155,101690.053155
01-Feb-2016 07:45:00,101464.090846,101664.090846
01-Feb-2016 07:50:00,101484.409175,101684.409175
01-Feb-2016 07:55:00,101501.341116,101701.341116
01-Feb-2016 08:00:00,101484.409175,101684.409175
01-Feb-2016 08:05:00,101469.734826,101669.734826
01-Feb-2016 08:10:00,101467.477234,101667.477234
01-Feb-2016 08:15:00,101447.158905,101647.158905
01-Feb-2016 08:20:00,101443.772517,101643.772517
01-Feb-2016 08:25:00,101447.158905,101647.158905
01-Feb-2016 08:30:00,101456.189274,101656.189274
01-Feb-2016 08:35:00,101467.477234,101667.477234
01-Feb-2016 08:40:00,101470.863622,101670.863622
01-Feb-2016 08:45:00,101470.863622,101670.863622
01-Feb-2016 08:50:00,101450.545293,101650.545293
01-Feb-2016 08:55:00,101457.318070,101657.318070
01-Feb-2016 09:00:00,101474.250010,101674.250010
01-Feb-2016 09:05:00,101473.121214,101673.121214
01-Feb-2016 09:10:00,101477.636399,101677.636399
01-Feb-2016 09:15:00,101464.090846,101664.090846
01-Feb-2016 09:20:00,101443.772517,101643.772517
01-Feb-2016 09:25:00,101461.833254,101661.833254
01-Feb-2016 09:30:00,101450.545293,101650.545293
01-Feb-2016 09:35:00,101453.931681,101653.931681
01-Feb-2016 09:40:00,101443.772517,101643.772517
01-Feb-2016 09:45:00,101436.999741,101636.999741
01-Feb-2016 09:50:00,101447.158905,101647.158905
01-Feb-2016 09:55:00,101453.931681,101653.931681
01-Feb-2016 10:00:00,101464.090846,101664.090846
01-Feb-2016 10:05:00,101494.568339,101694.568339
01-Feb-2016 10:10:00,101501.341116,101701.341116
01-Feb-2016 10:15:00,101504.727504,101704.727504
01-Feb-2016 10:20:00,101501.341116,101701.341116
01-Feb-2016 10:25:00,101511.500280,101711.500280
01-Feb-2016 10:30:00,101510.371484,101710.371484
01-Feb-2016 10:35:00,101518.273057,101718.273057
01-Feb-2016 10:40:00,101530.689813,101730.689813
01-Feb-2016 10:45:00,101538.591385,101738.591385
01-Feb-2016 10:50:00,101548.750550,101748.750550
01-Feb-2016 10:55:00,101548.750550,101748.750550
