DateTime,Pressure (Pa),MSLP (Pa)
01-Jul-2015 05:00:00,101783.540129,101983.540129
01-Jul-2015 05:05:00,101788.055313,101988.055313
01-Jul-2015 05:10:00,101790.312905,101990.312905
01-Jul-2015 05:15:00,101792.570497,101992.570497
01-Jul-2015 05:20:00,101795.956886,101995.956886
01-Jul-2015 05:25:00,101793.699294,101993.699294
01-Jul-2015 05:30:00,101800.472070,102000.472070
01-Jul-2015 05:35:00,101791.441701,101991.441701
01-Jul-2015 05:40:00,101790.312905,101990.312905
01-Jul-2015 05:45:00,101795.956886,101995.956886
01-Jul-2015 05:50:00,101797.085682,101997.085682
01-Jul-2015 05:55:00,101789.184109,101989.184109
01-Jul-2015 06:00:00,101785.797721,101985.797721
01-Jul-2015 06:05:00,101790.312905,101990.312905
01-Jul-2015 06:10:00,101790.312905,101990.312905
01-Jul-2015 06:15:00,101785.797721,101985.797721
01-Jul-2015 06:20:00,101785.797721,101985.797721
01-Jul-2015 06:25:00,101782.411333,101982.411333
01-Jul-2015 06:30:00,101775.638557,101975.638557
01-Jul-2015 06:35:00,101773.380965,101973.380965
01-Jul-2015 06:40:00,101774.509761,101974.509761
01-Jul-2015 06:45:00,101769.994576,101969.994576
01-Jul-2015 06:50:00,101758.706616,101958.706616
01-Jul-2015 06:55:00,101768.865780,101968.865780
01-Jul-2015 07:00:00,101748.547451,101948.547451
01-Jul-2015 07:05:00,101738.388287,101938.388287
01-Jul-2015 07:10:00,101741.774675,101941.774675
01-Jul-2015 07:15:00,101738.388287,101938.388287
01-Jul-2015 07:20:00,101741.774675,101941.774675
01-Jul-2015 07:25:00,101739.517083,101939.517083
01-Jul-2015 07:30:00,101745.161063,101945.161063
01-Jul-2015 07:35:00,101749.676247,101949.676247
01-Jul-2015 07:40:00,101751.933840,101951.933840
01-Jul-2015 07:45:00,101762.093004,101962.093004
01-Jul-2015 07:50:00,101762.093004,101962.093004
01-Jul-2015 07:55:00,101768.865780,101968.865780
01-Jul-2015 08:00:00,101772.252169,101972.252169
01-Jul-2015 08:05:00,101762.093004,101962.093004
01-Jul-2015 08:10:00,101772.252169,101972.252169
01-Jul-2015 08:15:00,101765.479392,101965.479392
01-Jul-2015 08:20:00,101772.252169,101972.252169
01-Jul-2015 08:25:00,101772.252169,101972.252169
01-Jul-2015 08:30:00,101765.479392,101965.479392
01-Jul-2015 08:35:00,101775.638557,101975.638557
01-Jul-2015 08:40:00,101779.024945,101979.024945
01-Jul-2015 08:45:00,101777.896149,101977.896149
01-Jul-2015 08:50:00,101779.024945,101979.024945
01-Jul-2015 08:55:00,101765.479392,101965.479392
01-Jul-2015 09:00:00,101765.479392,101965.479392
01-Jul-2015 09:05:00,101766.608188,101966.608188
01-Jul-2015 09:10:00,101765.479392,101965.479392
01-Jul-2015 09:15:00,101775.638557,101975.638557
01-Jul-2015 09:20:00,101780.153741,101980.153741
01-Jul-2015 09:25:00,101793.699294,101993.699294
01-Jul-2015 09:30:00,101806.116050,102006.116050
01-Jul-2015 09:35:00,101815.146419,102015.146419
01-Jul-2015 09:40:00,101821.919195,102021.919195
01-Jul-2015 09:45:00,101824.176787,102024.176787
01-Jul-2015 09:50:00,101833.207155,102033.207155
01-Jul-2015 09:55:00,101839.979932,102039.979932
01-Jul-2015 10:00:00,101839.979932,102039.979932
01-Jul-2015 10:05:00,101830.949563,102030.949563
01-Jul-2015 10:10:00,101821.919195,102021.919195
01-Jul-2015 10:15:00,101825.305583,102025.305583
01-Jul-2015 10:20:00,101833.207155,102033.207155
01-Jul-2015 10:25:00,101834.335951,102034.335951
01-Jul-2015 10:30:00,101845.623912,102045.623912
01-Jul-2015 10:35:00,101846.752708,102046.752708
01-Jul-2015 10:40:00,101856.911873,102056.911873
01-Jul-2015 10:45:00,101867.071037,102067.071037
01-Jul-2015 10:50:00,101873.843813,102073.843813
01-Jul-2015 10:55:00,101887.389366,102087.389366
01-Jul-2015 11:00:00,101893.033346,102093.033346
01-Jul-2015 11:05:00,101894.162142,102094.162142
01-Jul-2015 11:10:00,101890.775754,102090.775754
01-Jul-2015 11:15:00,101885.131774,102085.131774
01-Jul-2015 11:20:00,101890.775754,102090.775754
01-Jul-2015 11:25:00,101900.934919,102100.934919
01-Jul-2015 11:30:00,101907.707695,102107.707695
01-Jul-2015 11:35:00,101917.866859,102117.866859
01-Jul-2015 11:40:00,101917.866859,102117.866859
01-Jul-2015 11:45:00,101921.253248,102121.253248
01-Jul-2015 11:50:00,101931.412412,102131.412412
01-Jul-2015 11:55:00,101934.798800,102134.798800
01-Jul-2015 12:00:00,101940.442780,102140.442780
01-Jul-2015 12:05:00,101940.442780,102140.442780
01-Jul-2015 12:10:00,101941.571577,102141.571577
01-Jul-2015 12:15:00,101941.571577,102141.571577
01-Jul-2015 12:20:00,101943.829169,102143.829169
01-Jul-2015 12:25:00,101937.056392,102137.056392
01-Jul-2015 12:30:00,101938.185188,102138.185188
01-Jul-2015 12:35:00,101938.185188,102138.185188
01-Jul-2015 12:40:00,101930.283616,102130.283616
01-Jul-2015 12:45:00,101928.026024,102128.026024
01-Jul-2015 12:50:00,101931.412412,102131.412412
01-Jul-2015 12:55:00,101929.154820,102129.154820
01-Jul-2015 13:00:00,101924.639636,102124.639636
01-Jul-2015 13:05:00,101921.253248,102121.253248
01-Jul-2015 13:10:00,101921.253248,102121.253248
01-Jul-2015 13:15:00,101921.253248,102121.253248
01-Jul-2015 13:20:00,101917.866859,102117.866859
01-Jul-2015 13:25:00,101916.738063,102116.738063
01-Jul-2015 13:30:00,101911.094083,102111.094083
01-Jul-2015 13:35:00,101914.480471,102114.480471
01-Jul-2015 13:40:00,101916.738063,102116.738063
01-Jul-2015 13:45:00,101918.995655,102118.995655
01-Jul-2015 13:50:00,101917.866859,102117.866859
01-Jul-2015 13:55:00,101921.253248,102121.253248
01-Jul-2015 14:00:00,101923.510840,102123.510840
01-Jul-2015 14:05:00,101921.253248,102121.253248
01-Jul-2015 14:10:00,101920.124452,102120.124452
01-Jul-2015 14:15:00,101924.639636,102124.639636
01-Jul-2015 14:20:00,101920.124452,102120.124452
01-Jul-2015 14:25:00,101924.639636,102124.639636
01-Jul-2015 14:30:00,101929.154820,102129.154820
01-Jul-2015 14:35:00,101928.026024,102128.026024
01-Jul-2015 14:40:00,101924.639636,102124.639636
01-Jul-2015 14:45:00,101926.897228,102126.897228
01-Jul-2015 14:50:00,101929.154820,102129.154820
01-Jul-2015 14:55:00,101922.382044,102122.382044
01-Jul-2015 15:00:00,101914.480471,102114.480471
01-Jul-2015 15:05:00,101917.866859,102117.866859
01-Jul-2015 15:10:00,101920.124452,102120.124452
01-Jul-2015 15:15:00,101923.510840,102123.510840
01-Jul-2015 15:20:00,101926.897228,102126.897228
01-Jul-2015 15:25:00,101928.026024,102128.026024
01-Jul-2015 15:30:00,101929.154820,102129.154820
01-Jul-2015 15:35:00,101928.026024,102128.026024
01-Jul-2015 15:40:00,101924.639636,102124.639636
01-Jul-2015 15:45:00,101923.510840,102123.510840
01-Jul-2015 15:50:00,101917.866859,102117.866859
01-Jul-2015 15:55:00,101911.094083,102111.094083
01-Jul-2015 16:00:00,101914.480471,102114.480471
01-Jul-2015 16:05:00,101907.707695,102107.707695
01-Jul-2015 16:10:00,101909.965287,102109.965287
01-Jul-2015 16:15:00,101908.836491,102108.836491
01-Jul-2015 16:20:00,101899.806123,102099.806123
01-Jul-2015 16:25:00,101887.389366,102087.389366
01-Jul-2015 16:30:00,101878.358998,102078.358998
01-Jul-2015 16:35:00,101873.843813,102073.843813
01-Jul-2015 16:40:00,101861.427057,102061.427057
01-Jul-2015 16:45:00,101852.396688,102052.396688
01-Jul-2015 16:50:00,101853.525484,102053.525484
01-Jul-2015 16:55:00,101852.396688,102052.396688
01-Jul-2015 17:00:00,101843.366320,102043.366320
01-Jul-2015 17:05:00,101837.722340,102037.722340
01-Jul-2015 17:10:00,101843.366320,102043.366320
01-Jul-2015 17:15:00,101835.464748,102035.464748
01-Jul-2015 17:20:00,101825.305583,102025.305583
01-Jul-2015 17:25:00,101815.146419,102015.146419
01-Jul-2015 17:30:00,101812.888826,102012.888826
01-Jul-2015 17:35:00,101811.760030,102011.760030
01-Jul-2015 17:40:00,101806.116050,102006.116050
01-Jul-2015 17:45:00,101799.343274,101999.343274
01-Jul-2015 17:50:00,101799.343274,101999.343274
01-Jul-2015 17:55:00,101799.343274,101999.343274
01-Jul-2015 18:00:00,101789.184109,101989.184109
01-Jul-2015 18:05:00,101783.540129,101983.540129
01-Jul-2015 18:10:00,101764.350596,101964.350596
01-Jul-2015 18:15:00,101753.062636,101953.062636
01-Jul-2015 18:20:00,101741.774675,101941.774675
01-Jul-2015 18:25:00,101728.229122,101928.229122
01-Jul-2015 18:30:00,101724.842734,101924.842734
01-Jul-2015 18:35:00,101714.683570,101914.683570
01-Jul-2015 18:40:00,101709.039590,101909.039590
01-Jul-2015 18:45:00,101711.297182,101911.297182
01-Jul-2015 18:50:00,101703.395609,101903.395609
01-Jul-2015 18:55:00,101701.138017,101901.138017
01-Jul-2015 19:00:00,101698.880425,101898.880425
01-Jul-2015 19:05:00,101704.524405,101904.524405
01-Jul-2015 19:10:00,101704.524405,101904.524405
01-Jul-2015 19:15:00,101700.009221,101900.009221
01-Jul-2015 19:20:00,101697.751629,101897.751629
01-Jul-2015 19:25:00,101687.592465,101887.592465
01-Jul-2015 19:30:00,101690.978853,101890.978853
01-Jul-2015 19:35:00,101686.463668,101886.463668
01-Jul-2015 19:40:00,101687.592465,101887.592465
01-Jul-2015 19:45:00,101683.077280,101883.077280
01-Jul-2015 19:50:00,101672.918116,101872.918116
01-Jul-2015 19:55:00,101668.402932,101868.402932
01-Jul-2015 20:00:00,101667.274136,101867.274136
01-Jul-2015 20:05:00,101657.114971,101857.114971
01-Jul-2015 20:10:00,101651.470991,101851.470991
01-Jul-2015 20:15:00,101657.114971,101857.114971
01-Jul-2015 20:20:00,101662.758951,101862.758951
01-Jul-2015 20:25:00,101645.827011,101845.827011
01-Jul-2015 20:30:00,101649.213399,101849.213399
01-Jul-2015 20:35:00,101654.857379,101854.857379
01-Jul-2015 20:40:00,101667.274136,101867.274136
01-Jul-2015 20:45:00,101666.145340,101866.145340
01-Jul-2015 20:50:00,101663.887747,101863.887747
01-Jul-2015 20:55:00,101650.342195,101850.342195
01-Jul-2015 21:00:00,101649.213399,101849.213399
01-Jul-2015 21:05:00,101643.569418,101843.569418
01-Jul-2015 21:10:00,101640.183030,101840.183030
01-Jul-2015 21:15:00,101640.183030,101840.183030
01-Jul-2015 21:20:00,101633.410254,101833.410254
01-Jul-2015 21:25:00,101625.508682,101825.508682
01-Jul-2015 21:30:00,101630.023866,101830.023866
01-Jul-2015 21:35:00,101623.251089,101823.251089
01-Jul-2015 21:40:00,101613.091925,101813.091925
01-Jul-2015 21:45:00,101601.803964,101801.803964
01-Jul-2015 21:50:00,101592.773596,101792.773596
01-Jul-2015 21:55:00,101592.773596,101792.773596
01-Jul-2015 22:00:00,101586.000820,101786.000820
01-Jul-2015 22:05:00,101596.159984,101796.159984
01-Jul-2015 22:10:00,101609.705537,101809.705537
01-Jul-2015 22:15:00,101606.319149,101806.319149
01-Jul-2015 22:20:00,101605.190353,101805.190353
01-Jul-2015 22:25:00,101598.417576,101798.417576
01-Jul-2015 22:30:00,101623.251089,101823.251089
01-Jul-2015 22:35:00,101619.864701,101819.864701
01-Jul-2015 22:40:00,101592.773596,101792.773596
01-Jul-2015 22:45:00,101628.895070,101828.895070
01-Jul-2015 22:50:00,101666.145340,101866.145340
01-Jul-2015 22:55:00,101687.592465,101887.592465
01-Jul-2015 23:00:00,101704.524405,101904.524405
01-Jul-2015 23:05:00,101713.554774,101913.554774
01-Jul-2015 23:10:00,101721.456346,101921.456346
01-Jul-2015 23:15:00,101721.456346,101921.456346
01-Jul-2015 23:20:00,101739.517083,101939.517083
01-Jul-2015 23:25:00,101772.252169,101972.252169
01-Jul-2015 23:30:00,101806.116050,102006.116050
01-Jul-2015 23:35:00,101799.343274,101999.343274
01-Jul-2015 23:40:00,101802.729662,102002.729662
01-Jul-2015 23:45:00,101798.214478,101998.214478
01-Jul-2015 23:50:00,101809.502438,102009.502438
01-Jul-2015 23:55:00,101842.237524,102042.237524
02-Jul-2015 00:00:00,101860.298261,102060.298261
02-Jul-2015 00:05:00,101877.230201,102077.230201
02-Jul-2015 00:10:00,101868.199833,102068.199833
02-Jul-2015 00:15:00,101865.942241,102065.942241
02-Jul-2015 00:20:00,101877.230201,102077.230201
02-Jul-2015 00:25:00,101867.071037,102067.071037
02-Jul-2015 00:30:00,101853.525484,102053.525484
02-Jul-2015 00:35:00,101842.237524,102042.237524
02-Jul-2015 00:40:00,101826.434379,102026.434379
02-Jul-2015 00:45:00,101819.661603,102019.661603
02-Jul-2015 00:50:00,101816.275215,102016.275215
02-Jul-2015 00:55:00,101811.760030,102011.760030
02-Jul-2015 01:00:00,101809.502438,102009.502438
02-Jul-2015 01:05:00,101809.502438,102009.502438
02-Jul-2015 01:10:00,101815.146419,102015.146419
02-Jul-2015 01:15:00,101812.888826,102012.888826
02-Jul-2015 01:20:00,101816.275215,102016.275215
02-Jul-2015 01:25:00,101812.888826,102012.888826
02-Jul-2015 01:30:00,101811.760030,102011.760030
02-Jul-2015 01:35:00,101802.729662,102002.729662
02-Jul-2015 01:40:00,101792.570497,101992.570497
02-Jul-2015 01:45:00,101780.153741,101980.153741
02-Jul-2015 01:50:00,101772.252169,101972.252169
02-Jul-2015 01:55:00,101772.252169,101972.252169
02-Jul-2015 02:00:00,101775.638557,101975.638557
02-Jul-2015 02:05:00,101773.380965,101973.380965
02-Jul-2015 02:10:00,101779.024945,101979.024945
02-Jul-2015 02:15:00,101785.797721,101985.797721
02-Jul-2015 02:20:00,101789.184109,101989.184109
02-Jul-2015 02:25:00,101794.828090,101994.828090
02-Jul-2015 02:30:00,101799.343274,101999.343274
02-Jul-2015 02:35:00,101807.244846,102007.244846
02-Jul-2015 02:40:00,101816.275215,102016.275215
02-Jul-2015 02:45:00,101819.661603,102019.661603
02-Jul-2015 02:50:00,101829.820767,102029.820767
02-Jul-2015 02:55:00,101835.464748,102035.464748
02-Jul-2015 03:00:00,101836.593544,102036.593544
02-Jul-2015 03:05:00,101843.366320,102043.366320
02-Jul-2015 03:10:00,101843.366320,102043.366320
02-Jul-2015 03:15:00,101843.366320,102043.366320
02-Jul-2015 03:20:00,101853.525484,102053.525484
02-Jul-2015 03:25:00,101839.979932,102039.979932
02-Jul-2015 03:30:00,101839.979932,102039.979932
02-Jul-2015 03:35:00,101829.820767,102029.820767
02-Jul-2015 03:40:00,101816.275215,102016.275215
02-Jul-2015 03:45:00,101806.116050,102006.116050
02-Jul-2015 03:50:00,101804.987254,102004.987254
02-Jul-2015 03:55:00,101795.956886,101995.956886
02-Jul-2015 04:00:00,101801.600866,102001.600866
02-Jul-2015 04:05:00,101801.600866,102001.600866
02-Jul-2015 04:10:00,101809.502438,102009.502438
02-Jul-2015 04:15:00,101812.888826,102012.888826
02-Jul-2015 04:20:00,101802.729662,102002.729662
02-Jul-2015 04:25:00,101794.828090,101994.828090
02-Jul-2015 04:30:00,101792.570497,101992.570497
02-Jul-2015 04:35:00,101782.411333,101982.411333
02-Jul-2015 04:40:00,101781.282537,101981.282537
02-Jul-2015 04:45:00,101768.865780,101968.865780
02-Jul-2015 04:50:00,101762.093004,101962.093004
02-Jul-2015 04:55:00,101765.479392,101965.479392
02-Jul-2015 05:00:00,101765.479392,101965.479392
02-Jul-2015 05:05:00,101762.093004,101962.093004
02-Jul-2015 05:10:00,101751.933840,101951.933840
02-Jul-2015 05:15:00,101750.805044,101950.805044
02-Jul-2015 05:20:00,101755.320228,101955.320228
02-Jul-2015 05:25:00,101753.062636,101953.062636
02-Jul-2015 05:30:00,101762.093004,101962.093004
02-Jul-2015 05:35:00,101755.320228,101955.320228
02-Jul-2015 05:40:00,101745.161063,101945.161063
02-Jul-2015 05:45:00,101744.032267,101944.032267
02-Jul-2015 05:50:00,101755.320228,101955.320228
02-Jul-2015 05:55:00,101750.805044,101950.805044
02-Jul-2015 06:00:00,101748.547451,101948.547451
02-Jul-2015 06:05:00,101751.933840,101951.933840
02-Jul-2015 06:10:00,101745.161063,101945.161063
02-Jul-2015 06:15:00,101744.032267,101944.032267
02-Jul-2015 06:20:00,101740.645879,101940.645879
02-Jul-2015 06:25:00,101738.388287,101938.388287
02-Jul-2015 06:30:00,101728.229122,101928.229122
02-Jul-2015 06:35:00,101720.327550,101920.327550
02-Jul-2015 06:40:00,101718.069958,101918.069958
02-Jul-2015 06:45:00,101716.941162,101916.941162
02-Jul-2015 06:50:00,101707.910793,101907.910793
02-Jul-2015 06:55:00,101703.395609,101903.395609
02-Jul-2015 07:00:00,101701.138017,101901.138017
02-Jul-2015 07:05:00,101701.138017,101901.138017
02-Jul-2015 07:10:00,101697.751629,101897.751629
02-Jul-2015 07:15:00,101684.206076,101884.206076
02-Jul-2015 07:20:00,101683.077280,101883.077280
02-Jul-2015 07:25:00,101680.819688,101880.819688
02-Jul-2015 07:30:00,101678.562096,101878.562096
02-Jul-2015 07:35:00,101670.660524,101870.660524
02-Jul-2015 07:40:00,101665.016543,101865.016543
02-Jul-2015 07:45:00,101668.402932,101868.402932
02-Jul-2015 07:50:00,101663.887747,101863.887747
02-Jul-2015 07:55:00,101650.342195,101850.342195
02-Jul-2015 08:00:00,101650.342195,101850.342195
02-Jul-2015 08:05:00,101650.342195,101850.342195
02-Jul-2015 08:10:00,101646.955807,101846.955807
02-Jul-2015 08:15:00,101645.827011,101845.827011
02-Jul-2015 08:20:00,101643.569418,101843.569418
02-Jul-2015 08:25:00,101651.470991,101851.470991
02-Jul-2015 08:30:00,101646.955807,101846.955807
02-Jul-2015 08:35:00,101643.569418,101843.569418
02-Jul-2015 08:40:00,101643.569418,101843.569418
02-Jul-2015 08:45:00,101651.470991,101851.470991
02-Jul-2015 08:50:00,101657.114971,101857.114971
02-Jul-2015 08:55:00,101657.114971,101857.114971
02-Jul-2015 09:00:00,101659.372563,101859.372563
02-Jul-2015 09:05:00,101663.887747,101863.887747
02-Jul-2015 09:10:00,101667.274136,101867.274136
02-Jul-2015 09:15:00,101674.046912,101874.046912
02-Jul-2015 09:20:00,101684.206076,101884.206076
02-Jul-2015 09:25:00,101684.206076,101884.206076
02-Jul-2015 09:30:00,101680.819688,101880.819688
02-Jul-2015 09:35:00,101677.433300,101877.433300
02-Jul-2015 09:40:00,101681.948484,101881.948484
02-Jul-2015 09:45:00,101684.206076,101884.206076
02-Jul-2015 09:50:00,101694.365241,101894.365241
02-Jul-2015 09:55:00,101693.236445,101893.236445
02-Jul-2015 10:00:00,101697.751629,101897.751629
02-Jul-2015 10:05:00,101706.781997,101906.781997
02-Jul-2015 10:10:00,101706.781997,101906.781997
02-Jul-2015 10:15:00,101714.683570,101914.683570
02-Jul-2015 10:20:00,101714.683570,101914.683570
02-Jul-2015 10:25:00,101721.456346,101921.456346
02-Jul-2015 10:30:00,101718.069958,101918.069958
02-Jul-2015 10:35:00,101718.069958,101918.069958
02-Jul-2015 10:40:00,101724.842734,101924.842734
02-Jul-2015 10:45:00,101731.615511,101931.615511
02-Jul-2015 10:50:00,101737.259491,101937.259491
02-Jul-2015 10:55:00,101747.418655,101947.418655
02-Jul-2015 11:00:00,101748.547451,101948.547451
02-Jul-2015 11:05:00,101748.547451,101948.547451
02-Jul-2015 11:10:00,101748.547451,101948.547451
02-Jul-2015 11:15:00,101751.933840,101951.933840
02-Jul-2015 11:20:00,101751.933840,101951.933840
02-Jul-2015 11:25:00,101754.191432,101954.191432
02-Jul-2015 11:30:00,101758.706616,101958.706616
02-Jul-2015 11:35:00,101758.706616,101958.706616
02-Jul-2015 11:40:00,101768.865780,101968.865780
02-Jul-2015 11:45:00,101772.252169,101972.252169
02-Jul-2015 11:50:00,101775.638557,101975.638557
02-Jul-2015 11:55:00,101784.668925,101984.668925
02-Jul-2015 12:00:00,101789.184109,101989.184109
02-Jul-2015 12:05:00,101797.085682,101997.085682
02-Jul-2015 12:10:00,101802.729662,102002.729662
02-Jul-2015 12:15:00,101801.600866,102001.600866
02-Jul-2015 12:20:00,101812.888826,102012.888826
02-Jul-2015 12:25:00,101808.373642,102008.373642
02-Jul-2015 12:30:00,101809.502438,102009.502438
02-Jul-2015 12:35:00,101806.116050,102006.116050
02-Jul-2015 12:40:00,101806.116050,102006.116050
02-Jul-2015 12:45:00,101802.729662,102002.729662
02-Jul-2015 12:50:00,101803.858458,102003.858458
02-Jul-2015 12:55:00,101802.729662,102002.729662
02-Jul-2015 13:00:00,101798.214478,101998.214478
02-Jul-2015 13:05:00,101791.441701,101991.441701
02-Jul-2015 13:10:00,101792.570497,101992.570497
02-Jul-2015 13:15:00,101802.729662,102002.729662
02-Jul-2015 13:20:00,101809.502438,102009.502438
02-Jul-2015 13:25:00,101816.275215,102016.275215
02-Jul-2015 13:30:00,101821.919195,102021.919195
02-Jul-2015 13:35:00,101823.047991,102023.047991
02-Jul-2015 13:40:00,101823.047991,102023.047991
02-Jul-2015 13:45:00,101821.919195,102021.919195
02-Jul-2015 13:50:00,101812.888826,102012.888826
02-Jul-2015 13:55:00,101809.502438,102009.502438
02-Jul-2015 14:00:00,101808.373642,102008.373642
